PID,Số tiền trung bình bạn trả cho một lần mua hàng:,Giới tính của bạn,Độ tuổi của bạn,Tình trạng hôn nhân của bạn,Số thành viên là con cái trong gia đình của bạn,Ngành nghề của bạn:,Mức thu nhập tháng của bạn nằm trong khoảng,Products
PID129,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID129,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID130,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu,Rau củ
PID130,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu, Trái cây
PID130,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID130,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu, Bánh kẹo
PID131,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID131,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID131,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID132,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID132,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Trái cây
PID132,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID132,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID132,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID132,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID133,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID133,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID134,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,20-30 triệu,Rau củ
PID134,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,20-30 triệu, Trái cây
PID134,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,20-30 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID135,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu,Rau củ
PID135,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID135,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID136,50.000 – 100.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Nước giải khát (nước khoáng, nước ngọt,…)"
PID136,50.000 – 100.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID136,50.000 – 100.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID137,700.000 – 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID137,700.000 – 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID137,700.000 – 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID137,700.000 – 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID137,700.000 – 1.000.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID138,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID138,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu, Trái cây
PID138,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID138,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID138,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu,Rau củ
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu, Trái cây
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu, Thuỷ hải sản tươi
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu, Thực phẩm đông lạnh
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID139,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID140,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID140,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID140,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID140,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID140,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID140,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID141,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Trái cây
PID141,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID141,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID141,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID141,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID141,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID141,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu,Rau củ
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu, Trái cây
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu, Thực phẩm đông lạnh
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID142,500.000 – 700.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID143,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Bánh kẹo
PID143,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID143,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID144,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID144,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,20-30 triệu, Bánh kẹo
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu,Thực phẩm đông lạnh
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu, Bánh kẹo
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID145,500.000 – 700.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID146,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Từ 3 con trở lên,Nhân viên hành chính,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID146,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Từ 3 con trở lên,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID146,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Từ 3 con trở lên,Nhân viên hành chính,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID146,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Từ 3 con trở lên,Nhân viên hành chính,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID146,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Từ 3 con trở lên,Nhân viên hành chính,5-10 triệu, Bánh kẹo
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu, Bánh kẹo
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID147,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID148,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu,Trái cây
PID148,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID148,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID148,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID148,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID148,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID149,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID149,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID149,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID149,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID149,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID150,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu,Rau củ
PID150,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID151,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu,Rau củ
PID151,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu, Trái cây
PID151,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID151,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu, Thực phẩm đông lạnh
PID151,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID152,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID153,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu,Trái cây
PID153,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu, Thực phẩm đông lạnh
PID153,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID153,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID154,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID154,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID154,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID154,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID155,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu,Trái cây
PID155,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Bánh kẹo
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID156,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID157,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID157,50.000 – 100.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID158,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu,Trái cây
PID158,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu, Thực phẩm đông lạnh
PID158,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID158,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID158,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID158,300.000 – 500.000 VND,Nữ,Từ 40 tuổi trở lên,Đã kết hôn,2 con,"Giáo viên, giảng viên",20-30 triệu," Thời trang may mặc (quần áo, giày dép)"
PID159,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu,"Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID159,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,"Giáo viên, giảng viên",10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID160,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu,Thực phẩm đông lạnh
PID160,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID160,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu, Bánh kẹo
PID160,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu,Rau củ
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Trái cây
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Thuỷ hải sản tươi
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Thực phẩm đông lạnh
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu, Bánh kẹo
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
